"셀id(ID)","x좌표(X_COORD)","y좌표(Y_COORD)","요일(YOIL)","시간대(TIMEZN_CD)","남자00~04세(M00)","남자05~09세(M05)","남자10~14세(M10)","남자15~19세(M15)","남자20~24세(M20)","남자25~29세(M25)","남자30~34세(M30)","남자35~39세(M35)","남자40~44세(M40)","남자45~49세(M45)","남자50~54세(M50)","남자55~59세(M55)","남자60~64세(M60)","남자65~69세(M65)","남자70세이상(M70)","여자00~04세(F00)","여자05~09세(F05)","여자10~14세(F10)","여자15~19세(F15)","여자20~24세(F20)","여자25~29세(F25)","여자30~34세(F30)","여자35~39세(F35)","여자40~44세(F40)","여자45~49세(F45)","여자50~54세(F50)","여자55~59세(F55)","여자60~64세(F60)","여자65~69세(F65)","여자70세이상(F70)","합계(TOTAL)","행정동코드(ADMI_CD)","기준년월(ETL_YM)"
"5*6*0*9*",200634.046396703,552558.266419233,"4","21",0.0002,0.0011,0.0157,0,0.5122,0.295,0.2846,0.0027,0.0826,0.6334,0.0107,0.0068,0.0069,0.015,0,0,0.0272,0.002,0.3321,0.1879,0.1468,0.2347,0.0031,0,0.2978,0.0302,0.1428,0.1347,0.0012,0.0012,6.433,"11470570","201711"
"5*4*3*9*",197197.0156079,553287.451920249,"3","19",0.0001,0,0.0335,0.3199,0,0.0101,0.0685,0.0095,0.0042,0,0.0031,0.1027,0,0.0048,0,0,0,0.039,0.0735,0.0029,0.0011,0.0089,0.1334,0.0078,0.0138,0.4898,0.088,0.0458,0.0012,0.002,0.0443,"11710570","201610"
"5*3*6*8*",196322.094899011,557744.635652319,"3","09",0,0,0,0.0391,0,0,1.1854,0.0048,0.0592,1.3891,0.7364,0.1173,0.2051,0.0021,0,0,0.0092,0,0.0007,0.0493,0,0,2.886,0.0087,0.119,0.0226,0.0398,0.1092,0.0616,0.0077,21.673,"11320511","201604"
"5*2*8*1*",198491.086370931,557840.905309821,"4","01",0.0007,0.0126,0,0.2861,0.2335,0.1315,0.0029,0.7209,0,0.0795,0.1904,0.0946,0.0407,0.0129,0.0363,0,0,0,0.0405,0,1.0366,0.0083,0.2401,0.0088,0,0.4238,0.0365,0.0018,0.0196,0.0027,20.8624,"11440660","201611"
"5*2*9*0*",197265.651769532,554167.200719461,"1","20",0,0,0,0.0312,0.0049,0.003,0.0177,0.3856,0.0587,0.0327,0,0.0974,0.1102,0.0627,0.0267,0,0.0017,0,0.0018,0.0069,0.1736,0.006,0,0.7111,0.0393,0,4.1964,0,0.011,0.0066,7.4836,"11215820","201712"
"5*2*4*3*",197435.840215278,558643.511550247,"7","16",0.0003,0.0039,0.0018,0.0009,0.0441,0.358,0.0064,0.0694,0.2831,0.0422,0.002,0.0128,0.0119,0,0.0009,0,0,0,0.5914,0.075,0.008,0.0028,5.3314,0.029,0.0548,0.1025,0.0698,0.0006,0.0014,0.0159,0.0071,"11290630","201608"
"5*4*0*5*",196440.158393946,552441.269047136,"7","18",0.0065,0,0.0587,0.2928,0.0275,0.0018,0.8497,0.004,0.1121,0.0303,0.9874,0.0012,0.0079,0.0072,0.0258,0,0,0.0003,0.0294,0.0243,0.1825,0,0.008,0.1342,0.0147,0.0533,0.0126,0.0056,0,0.002,0.0281,"11410720","201702"
"5*1*2*0*",197644.860662328,552673.138995337,"5","04",0,0,0.0507,0.2309,0.0025,1.9558,0.1449,0.2585,0.0059,0.0017,0,0.0284,0.1301,0.0315,0,0.0003,0,0.0087,0,0,0.1416,0.0054,0.0623,0.908,0,0.0135,0.0334,0.0057,0.1251,0.0048,0.0392,"11290575","201709"
"5*9*4*9*",201941.94293477,554638.462938185,"3","08",0.0001,0,0,0.1295,0.4655,0.102,0.2428,0.0092,0.0253,0.0402,0.0158,0.0711,0.0006,0.0434,0.0121,0,0,0,0.0045,0.0046,0.0367,0,0.086,0.0012,0.7988,0.019,0.0016,0.0633,0.0564,0,0.0649,"11530750","201801"
"5*3*3*6*",196946.5292294,557941.430529842,"4","03",0.0026,0,0.0095,0.0056,0.005,0.0381,0.689,0.0003,0.0027,0.0069,0.0938,0,0.0131,0.1994,0.1571,0,0.0216,0,0.0048,0.0019,0.011,1.8221,0.0025,0.2228,0.022,0.0938,0.2361,0.032,0.3092,0.0532,2.6081,"11620695","201801"
"5*2*7*3*",197717.217092032,556249.521654101,"1","06",0,0.0306,0.0139,0,2.3074,1.0156,0.0239,0.1236,0.1989,0.5116,0.0245,0.1496,0,0.0032,0.013,0,0.0103,0.0223,0.0412,0,0.0195,0.1286,0,1.1947,0.0271,0.053,0.0023,0.0065,0.002,0,1.9588,"11680545","201707"
"5*2*3*7*",197067.791563554,554451.23453358,"3","05",0,0,0.9214,0.0016,0.144,0.0012,0.6242,0.0019,0.0157,0.2075,0.0015,0.3249,0.2611,0.0037,0.015,0.0053,0,0.0288,0.0008,0.0061,0.0218,0.0303,0.0057,0.001,0.0083,0.3287,0.011,0,0.0103,0.216,0.7187,"11260590","201601"
"5*2*4*2*",200578.734536667,553667.23171531,"2","01",0,0.0021,0.0197,0.0017,0.0592,0.0188,0,0.0094,0.0024,0,0.0047,0.78,0.1857,0,0.0006,0,0,0,0.0616,0.008,0.0868,0.0023,0.1969,0,0.1391,0,0.4373,0.4355,0.4403,0.0256,0.2478,"11440710","201604"
"5*6*3*3*",197876.252977447,552474.213887431,"1","11",0,0,0.025,0.0973,0.0149,0.5217,0.0964,0.7378,0.0078,0.2342,0.0025,0.9194,0.0068,1.0041,0,0.0087,0,0.2202,0,0.1417,0.11,0,0.0003,0,0.0098,3.7973,0,0,0.0287,0,3.5656,"11680521","201610"
"5*5*3*1*",196661.970285204,552756.128054958,"4","05",0.0013,0,0.0173,0.0493,0.0008,0.0625,1.018,0,0.2058,0.4493,0.0215,0.0125,0.0863,0.1156,0.0008,0,0.0196,0.001,0.1773,0,0.0126,0.8996,0.0537,0.0126,0.0101,0.0074,0.0074,0.0104,0,1.4586,2.7402,"11410520","201702"
"5*0*8*8*",198237.402088345,554637.931333272,"4","04",0,0,0.0024,0.0188,0.0177,0,0.2372,0.0157,0.0009,0,0.0567,0.0032,0.0368,0.839,0.0638,0,0.0006,0.0537,0.053,0.0005,0.1253,0.2121,0.0059,0.0049,0.1144,0.0015,0.09,0.0069,0.0442,0.4843,0.05,"11440710","201602"
"5*1*7*7*",200986.683130269,553963.49239013,"1","09",0,0,0.0918,0.0408,0.2013,0.0072,1.4643,1.1047,0,0.0003,0.1291,0.0837,0.1647,0.002,0.0064,0,0,0.0012,0.0214,0.08,0,0.0059,0.023,1.4756,0.0149,0.001,0.0303,0,0.0027,1.2723,4.3216,"11560515","201610"
"5*2*0*9*",196847.067762307,558187.157766562,"7","00",0.0009,0,0.0153,0.0448,0.003,0.0031,5.4468,0.1115,0.0043,0.1387,0.0283,0.016,1.6538,0,0,0,0,0,0,0.0055,0.0652,0.0375,0.0362,0,0.0015,0,0.0435,0.3825,0,0.0024,6.877,"11620695","201606"
"5*0*8*7*",196157.750741689,557403.70138094,"5","03",0,0,0.0644,0,0.0013,0.1867,0.0857,0.0193,0,0.046,2.1539,0.0774,1.5009,0.8956,0.1206,0,0,0,0.108,0.0137,1.8966,0.3584,1.2216,0.0005,0.0788,0.2802,0.9884,0.0181,0,0.0471,11.3504,"11590640","201612"
"5*7*6*6*",197046.522549313,554937.379295588,"1","01",0.0091,0,0.0576,0.0283,0.1142,0.0012,0.0022,0.3585,0.0503,0.0964,0.0138,0,0.0092,0,0,0,0.0063,0.0283,0,0.0046,0.0454,0.03,0.0074,0.4441,0.1809,0.8507,0.0838,0.0532,0.028,0.0372,41.5116,"11530560","201712"
"5*4*8*1*",197540.107065475,555449.574166135,"5","23",0.0003,0.117,0,0.0017,0.0043,0.8495,0,4.519,1.5068,0.0694,0,0.2261,0.0013,0.075,0.2108,0,0,0.0076,0,0.0208,0,0.0601,1.5439,0,0.1492,0.6763,0.5057,0.3879,0.0027,0,2.0672,"11710620","201610"
"5*1*2*9*",201890.351592007,552976.840743875,"3","08",0.0001,0,0.1632,0.0232,0.0103,0.0013,0.1132,0.0028,0.0459,0.556,0.0134,0,1.9934,0.069,1.1462,0.0009,0.0044,0.0133,0.1127,0.0045,0.1102,0.0238,0.3695,0.5375,0.0081,0,0.1006,0.3323,0,0,0.002,"11110640","201704"
"5*2*2*9*",197029.489145711,557556.351271313,"2","05",0,0,0,0.2727,0.1142,0.0017,0.0588,0,1.1954,0.0005,0.0598,1.1735,0.3052,0,0,0.0192,0.0487,0.0337,0,0.0172,0.5622,0.1044,0.8017,0.0064,0.0718,0.0836,0,0,0.82,0.6074,0.144,"11740660","201602"
"5*2*7*1*",197259.271714065,553423.624893144,"1","11",0.0003,0.0169,0,0.0471,0,0,0.1306,0.0034,0.0009,0.2898,0.066,0.0245,0,0,0,0,0.0011,0,0.002,0.8925,0.2441,0,0.0357,0.0447,0.2138,0,0.0232,1.5267,0,0,12.9217,"11590530","201605"
"5*6*6*4*",197191.170784742,554475.155936502,"7","13",0.002,0,0.1214,0.0114,0,2.2116,0.0943,2.0805,0.0327,0,0.782,2.8665,0.0456,0.0412,0.0155,0.0006,0.008,0.0097,0.0048,0.0682,0.0013,0.1828,0,0.0509,0.0162,0,0.4162,0.0542,0.011,0.1876,0.2615,"11410520","201604"
"5*2*7*5*",197646.482925419,555147.998870756,"3","06",0,0,0.0393,0.0012,0,1.2967,0.0783,0.0833,0.0088,0.0015,0.0065,0.3779,0.4898,0.0029,0.0023,0,0.0003,0.0125,0.1812,0.0128,0.0024,0.0275,0.0392,1.415,0.0108,0,0.427,0.0376,0.0259,0.0009,8.6182,"11650581","201603"
"5*7*7*3*",198245.380401648,555806.463711641,"5","18",0.0011,0,0.0204,0.0561,3.6255,0.5015,2.02,0.4438,0.0069,0,0.2892,0.0076,0,0,0.0055,0,0,0,0.0013,0.0104,3.2468,0.008,0.5287,0.3121,0.3193,2.8995,0,0.0951,0.0112,0.001,35.8798,"11140550","201701"
"5*1*5*3*",195884.367100974,557991.959132775,"6","09",0,0.1452,0.0833,0.0012,1.0302,3.9536,0.0646,1.5119,0.6255,0.5489,0.0057,0.0232,0.0446,0.0939,0.0857,0.0016,0.0194,0,0.0895,0.0064,1.7612,0.0069,0,0.0054,0.0013,0.0053,0,0.1029,0.0157,4.3931,0.3193,"11620695","201710"
"5*2*6*3*",196336.463957648,554114.546074153,"2","12",0.0111,0,0.0738,0.4977,0.0013,0.0694,0.0435,0.0514,0.0281,0.102,0.0309,0.4913,0,0.1028,11.8589,0,0,0.0295,0.0393,0.0199,0.0018,0,0.2207,0.0083,0.0003,0.0486,0.0109,0.104,0,0.0643,0.0208,"11350625","201710"
"5*1*2*4*",197117.256615275,552714.633602381,"3","04",0.0008,0,0.1051,0.0039,1.4875,0.3262,0.0185,0.1908,0.491,0,0.1187,0.0413,0.0049,0.0051,0,0.0011,0,0,0,0.0137,0.0425,0,0.1223,0,0.0268,0.0994,0.7557,0.008,0,0.0274,0.2922,"11350619","201601"
"5*8*5*6*",198023.04515344,557586.666762563,"6","16",0,0.0367,0,0.3726,0.0097,0,0.842,0.0068,0.1077,0.0069,0.0549,0.0238,0.0017,0.3889,0.0024,0,0.0006,0,0.008,5.662,0.0098,0.0188,2.0865,0.1785,0.0919,0.3342,0.4706,0.015,0.0428,0,10.7958,"11680531","201602"
"5*7*4*6*",196949.720135185,556133.575163604,"5","11",0,0,0,0.0602,0.4405,0.0152,1.1444,0,0.0018,0,1.2546,0.001,0,0.0045,0.0064,0,0,0.0101,0,0.019,0.0358,0.0074,0.2049,0,0.0274,1.0781,0.0047,0,0.0004,0.0544,4.6126,"11740590","201704"
"5*4*5*9*",199229.879151278,553433.191438231,"1","13",0.0044,0,0.0006,0.0281,0.0033,0.2495,0.0502,0.7122,0.0043,0.0589,0.0064,3.4271,0.3773,0.1627,0.0176,0,0,0.0012,0.1111,0.0086,0.0119,0.0143,0.0077,0,0.2168,0.034,0.0286,3.0775,0.004,0.0162,0.0354,"11440710","201704"
"5*1*0*3*",197830.512386176,555856.992238415,"4","04",0,0,0.0099,0,0.0092,0.1283,0.4062,0.0023,0.0477,1.3165,0.0195,0.0815,0.0059,0.0107,0.0102,0.0035,0,0,0.0913,3.9342,0.0059,0.0884,0.0275,0.0743,0.3203,0.0184,0.2366,0.0047,0.1637,0.4593,26.1926,"11380632","201707"
"5*0*9*3*",197920.393733767,552839.647905448,"7","23",0,0,0.0031,0.0416,0,1.6938,0.0164,0.0129,0.0083,0.4858,0.002,0.2253,0.0067,0.0321,0.0849,0,0.0009,0.039,0.0665,0,0.0141,0,0.0066,0.4321,0.0047,0.0146,0.0122,0.001,0.0401,0.036,593.0315,"11140550","201708"
"5*4*1*0*",196035.95258974,553621.486775796,"3","08",0,0,0.0079,0.064,0.4233,0.0436,0.0069,0,0.2561,0.0161,0.071,0.1882,0.0371,0.0018,0.0354,0,0.0006,0,0.4486,0.0807,0.0095,0,0.0057,0.1571,0.0146,0.0005,0.7491,0.1874,0.004,0,0.0069,"11170555","201602"
"5*5*4*3*",197202.894190333,558134.501251252,"4","10",0,0,0.0057,0.4534,0.0083,0.5209,0.9734,0.0095,0.4862,0.4199,0.0204,0.3605,0,0.2754,0.0016,0.0044,0,0.2234,0.1248,0.063,0.0561,0.0015,0.3462,0.046,0,0,0.0023,0.4182,0.0867,0,6.4385,"11410620","201603"
"5*3*9*0*",197703.924817031,555537.338421788,"7","23",0,0,0.0044,0,0.4209,1.1632,0.0022,0.1209,0.0228,0.001,0.0167,0.0055,6.6525,0.2601,0.0324,0,0.0145,0.0092,0.0384,4.8552,0.1098,0,0.9396,0.0503,0.0613,0.5203,3.4094,0.0367,0.0274,0,0.0252,"11110630","201610"
"5*3*2*5*",197634.764219004,554423.564206603,"6","23",0.0006,0.0313,0.0433,0.0954,0,0.1241,3.7283,0.0254,0,0.0092,0.0242,1.123,0,0.0233,0.2481,0,0,0.0091,0,0.0158,0.0217,1.2569,0.1052,0.1066,0.7877,2.1035,0.1265,0.006,0,0.0179,0.0646,"11380552","201612"
"5*7*9*5*",198223.032286881,556151.655298379,"3","08",0.0022,0,0,0.0592,0.0347,0.1001,0.1387,0.328,0.0077,0.0436,1.1257,0.0231,0,0.0019,0.0032,0.0011,0.0011,0,0.0486,0.0156,0.0013,0.0689,0.0774,0,0.0354,0.0707,0.0028,0.815,0.0045,0,4.0461,"11140580","201709"
"5*3*3*2*",200889.877412559,557287.219144808,"4","13",0,0,0.0167,0.1692,0.1164,0.3162,0.1356,0.121,0.2168,0.0018,1.1951,0.0693,0.0069,0.0387,0.0355,0,0,0,0.1007,1.1271,0.1244,0.6256,0,2.4031,0.0428,0.0019,0.868,1.0713,0.001,0.1538,1.1675,"11470610","201601"
"5*2*8*9*",200740.417573299,553008.237706395,"2","18",0.0002,0,0,0.0017,0,0.0905,0.0023,1.4374,0,0.0654,0.0279,0.5431,0,0.12,0,0.0002,0,0,0.0011,0,3.145,0.0579,0.4501,0.0109,2.2126,0.9199,0.6426,0.0719,0.1958,0.0045,7.4386,"11350630","201607"
"5*6*7*7*",198015.07108658,553351.306313644,"3","23",0,0.0303,0.0821,0.3953,0.0095,0.2985,0.011,0.0046,0,0.002,0,0.171,0.0682,0.1817,0.1142,0,0,0.0662,0.0092,0.0101,0.025,0.1946,0.0533,0.4794,0.0098,0,0.0613,0.0071,0.0197,0.0971,0.1366,"11545610","201702"
"5*4*5*9*",197706.051809388,555084.710810397,"3","08",0,0.0123,0.0745,0.0253,0.0544,0.0203,1.3352,0.0351,0.1945,0.1885,0.0039,0.1604,0.168,0.2554,0.0292,0.0023,0,0.1289,0.0075,6.1766,0,0.3174,0.0449,0.8172,0.0017,0.0756,0.2021,0,0.0019,0.1747,0.663,"11230610","201607"
"5*6*9*8*",195951.383498052,553245.998296123,"5","05",0,0,0,0,0.0762,0,0.0221,0.0101,0.0748,0.0092,0.1573,0.0255,0,0.172,0.0248,0.0021,0,0.0589,0.0481,1.0368,0.1349,0.0738,0.0332,0.3816,0.1446,0.0064,0.0065,0.0189,0,0,0.3007,"11350710","201707"
"5*2*5*9*",196050.313023664,553437.974720234,"3","18",0,0,0.0033,0.0049,0.2961,0.0121,0.1914,0.0749,0.0845,0,0,0.4957,0.8936,0.1353,0.0094,0.0018,0.0002,0.2389,0.0847,0.9267,0.0462,2.0885,0,0.0057,3.4519,1.6925,2.731,0,0.146,0,8.5101,"11680690","201605"
"5*5*3*5*",198536.300561648,553118.860123622,"2","17",0,0.0039,0,0.1183,0.0575,0.0047,0.049,0.0039,0,0,0,0.0551,0.1943,0.0011,0,0,0,0.0106,0.001,0.0774,0.1204,0.51,0.0169,1.791,0.2231,0,0.5762,0.0304,0.0005,0.0124,1.822,"11305545","201602"
"5*1*3*5*",197272.031042001,552786.418024983,"3","20",0,0,0.0754,0.102,0.0195,0.0142,0.0419,0.0008,0.9696,0.0023,0.1026,0.0059,0.0143,0,2.5317,0.0004,0,0.3814,0.9043,0.716,0.6089,0.0416,0,0.0438,0.5474,0.7447,0.0616,0.0758,0,0.0136,0.1717,"11710631","201612"
"5*7*0*0*",197593.801242067,556742.043143192,"1","03",0,0,0,0.0206,0.1561,0.1116,0.4136,0.0477,0.0074,0.2124,0.0006,0.0748,0.0014,0,0,0,0,0.0589,0.0483,0.1924,0.022,0.0103,0.1026,0.0382,0.0315,0.7746,0.1591,0.0524,0.1,0.0486,4.6446,"11590670","201709"
"5*4*8*0*",199177.756227549,554011.89463923,"5","12",0,0.2785,2.4553,0,0.0681,0.0008,0.1635,0,4.2741,0.0065,0.0551,0.0089,0.074,0,0.0181,0.0237,0.0001,0,0.0048,0.0845,1.5416,0.7166,0.0694,0.0277,1.8502,0,0,0,0,0.1159,0.16,"11710670","201604"
"5*1*9*1*",197151.833961564,554905.98986705,"5","02",0,0,0.0546,0.0571,0.0069,0.0138,0.0023,2.6879,0.0121,0,0.0008,0.0152,0.4614,0.3791,0.3328,0,0,0.012,0.0113,0.0579,0.0123,0.0103,0.0325,0.1387,0.0003,0,0.2305,0.427,0.0018,0.3981,0.0066,"11305545","201706"
"5*6*1*4*",199222.437690938,556053.788856579,"7","21",0.0008,0,0.0087,0.01,0,0.042,0.0019,0,0.0673,0.9196,0.0303,0,0.8687,0.065,0.1612,0,0,0.0003,0.1012,0.0129,0.7151,0.2372,0.1912,0.0006,0.1553,0.0459,0.1559,0,0.1024,0.0076,2.1225,"11230570","201606"
"5*0*2*7*",199824.527161446,553140.159061341,"4","15",0,0,0.0258,0.0063,0,0.0043,4.0491,0.0463,1.208,0.6783,0.0315,0.0632,0.6517,0.0204,0,0,0.0056,0.0003,0.2681,0.061,0.2157,0.0405,0.1264,0.0051,0.0584,0.0159,0.1809,0,0.0075,0.129,0.0257,"11530770","201709"
"5*6*0*7*",199682.508917021,556252.712338612,"1","07",0.0088,0,0.0907,0.001,3.2252,0.02,0.0036,0.0246,0.0935,0.1547,0.1224,2.1236,0.0306,0.0008,1.2509,0.0043,0.0266,0.0012,0,0,7.0247,0.005,0.0092,1.0037,0.0438,0.076,0.0078,0.3777,0,0.0264,0.1699,"11740540","201612"
"5*7*8*0*",196496.559558899,552597.057316804,"4","10",0,0,0.0009,0,0.0707,0.0898,0.0014,0.0129,3.9943,0.3035,0.1239,0.1554,0.382,0.0235,0.1382,0.0005,0.0016,0.0352,0.006,0.0925,0.084,0.2216,0.2122,0.1575,0.7109,0.0048,0.5967,0.1133,0.0459,0.5831,1.0488,"11290575","201706"
"5*3*7*4*",196666.223517785,554557.075565658,"3","04",0,0.0005,0.007,0.0221,2.3523,0.0074,0,0.0925,0.0235,0.0678,0.2827,0.1647,0,0.003,0,0,0,0.0475,0.5296,1.4807,0.0065,1.4768,0,0.168,0.6754,0.1974,2.1317,4.439,0,0.0089,10.1959,"11500550","201704"
"5*3*4*6*",197227.881331661,554376.225129405,"3","15",0,0,0.0315,0,0.0022,0.1518,0.0621,0.0033,0.6047,0.436,0.3281,0.0778,0.9246,0.22,0.1514,0.0068,0.0013,0.0534,0.1571,0.0037,0.2122,0.3996,0.3689,0.1064,1.1066,0.0443,0.1652,0,0.0689,0.0309,7.306,"11170690","201612"
"5*6*7*6*",196528.991272448,557597.83721447,"1","08",0,0,0,0.0018,0.31,0.1116,0.0003,0.0067,0.5402,0.0003,0.0104,0.108,0,0,0.0007,0,0,0.0014,0.0376,0.001,0.7196,0.2297,0.0013,0.052,0.0541,4.7176,0.0043,0.2166,0.0374,0.2783,16.4187,"11260570","201608"
"5*0*0*8*",199189.979668343,554503.889223174,"1","17",0,0,0.0014,0.0522,0,0.008,0.0093,0.0197,0.0405,0.0126,0.1414,0.2805,0.0612,0,0.0044,0,0.0013,0.2838,0.04,0.2331,0.0012,17.1814,0.0964,0.028,0.0036,0.975,0.0157,0.0042,0.0192,0.0351,13.1047,"11170530","201603"
"5*4*4*7*",196469.958353486,555192.678916037,"5","18",0,0,0.0889,0,0,0.0168,0.0431,1.1367,1.038,1.0691,0.2448,0.2424,0.1244,0.0073,0.353,0,0.0169,0.1115,0,2.6333,0.0095,0.2113,0,2.2668,0.0258,0.2326,0.0574,0.0286,0,0.0095,0.2357,"11410655","201709"
"5*9*1*5*",196435.925205049,554206.034873939,"5","05",0,0,0.1776,0.0914,0.1049,0.0057,0.0021,0.0217,0,0.4176,0.0054,0,0.2443,0.5535,0,0.0003,0.0034,0.1157,0,0.5812,0.0493,0.0604,0.0039,0.0189,0.0115,0.0164,0.0028,0.3706,0.1163,0.0037,0.1926,"11170530","201704"
"5*3*7*4*",197240.126850252,559000.937234768,"2","21",0,0.001,0,0,0,0.1314,0.0694,0.0058,0.0054,0.2063,0.0269,0.0101,0.0098,0.0048,0.0048,0.0009,0,0.0036,0.2823,1.5461,0.8568,0.1406,0.023,0,0.003,0.036,0.0027,0.0157,0.0107,0.0068,17.8666,"11440690","201609"
"5*9*4*7*",195958.29622429,553244.935388802,"3","22",0,0,0.0217,0.0786,0.0024,0.0076,0.008,0.074,0.0042,0.0807,0.0632,0.0544,0.003,0,0.0219,0,0.0143,0,0.0129,0,2.1889,1.3219,0.0741,0,1.2293,0.0142,0.5757,0.7241,0.0426,0.0077,0.9502,"11410640","201601"
"5*5*1*9*",200232.475732608,554292.739234453,"1","04",0,0.0156,0.0003,0.0231,0.0448,0.001,0.9694,0,0.2527,0.3982,0.0536,0.0356,0.008,1.6478,0.2223,0,0.2424,0.0428,0.1149,0.3001,0.0074,0.0803,0.0071,0.005,0.1673,0.3785,0.0039,0.0023,0,0.0025,15.9778,"11590650","201705"
"5*2*0*2*",198544.271376933,556505.35512948,"2","01",0,0,0,0,0,0.0672,3.0467,0.0045,0.1618,0.001,0.0099,0.4063,0.7218,0.2349,0.0111,0,0.0517,0.0537,0,0.2384,0.0217,0.02,0.9381,0.0015,2.3288,0.5139,0.1336,0.0672,9.7613,0,0.191,"11620655","201707"
"5*1*9*1*",197137.985742548,554949.07533718,"3","18",0,0,0,0.0045,0,0.0946,0,0.1606,0.2086,0.026,0.2771,0.01,0.0851,0.05,0.024,0.0001,0,0.0414,0.1414,0.0059,0.1085,1.0795,0.4514,0,0.0478,0.0746,0.0028,0.2969,0,0.0571,0.0317,"11260655","201702"
"5*9*7*4*",201491.436983876,557397.318512423,"5","06",0,0,0,0.0356,0,0.0312,0,0.7504,0.0033,0.304,0.0087,0.183,0.0046,0.0007,0.1943,0.0001,0.0002,0,0,1.7007,0.0012,0.0033,0.0419,0.1113,0.3213,0.8486,0.0023,0.0376,0.0034,0.0668,1.9638,"11170625","201603"
"5*8*4*7*",196541.23756202,555934.120690918,"5","06",0.0002,0,0.0027,0.3703,0.0708,0.0313,0.0114,0,0.0034,0.0009,0.1868,0.0253,0.0069,0.0347,3.0993,0,0,0.0179,0.7126,0.8372,0,0.1204,0,0.0972,0.0299,0.1408,0.0068,0.0014,0.1806,0.2838,64.8126,"11650621","201601"
"5*5*5*3*",197068.323177445,552495.468780462,"5","13",0.0008,0.0827,0.0808,0,0.0649,0.1724,0.1391,0.0302,2.8518,0.061,0.1328,0.6098,0.0641,0.0776,0.0009,0.0002,0,0.0138,0.2219,0,0,0.2084,0.0187,0.0313,0,0,0.7378,0.8253,0,0,1.2017,"11215830","201712"
"5*8*6*0*",195834.370565054,554436.350182884,"1","06",0,0.0292,0.0555,0.0308,0.0964,0.0762,0.004,0.0052,0.3733,0.2613,0,0.1074,0.0127,0.0038,0,0,0,0,0.0045,0.0086,0.0177,0.6497,0.0204,0,0.0497,0.0048,1.2408,0.0017,0,0.0934,0.1407,"11170660","201601"
"5*1*7*0*",197920.925321758,557801.015704275,"7","14",0,0,0.0033,0,0.0012,0.0676,0.0055,0.0177,0.0295,0.0574,0.2302,2.9621,0.0651,0,0.0073,0.001,0,0.038,0.0085,0.2328,0.1151,0.5674,0.7742,0.034,0.6259,0,0.0196,0.0274,0.0045,1.1518,27.4579,"11320514","201801"
"5*0*8*5*",198083.156130414,556334.624959198,"6","10",0,0,0.0384,0.5151,0,0.1683,0.0029,0.0413,0.3915,0.0018,0.5846,0.0039,0.0009,0.1054,0,0.0024,0,0,0.011,0.288,0.1306,0.0422,1.2133,0.1744,0.0099,0,0,0.0037,0.0071,0.0237,3.9278,"11380590","201607"
"5*3*4*2*",197234.259102311,552935.346475727,"5","20",0,0.0013,0.0177,0.0042,0.0504,0.0224,0.8993,0,0.2161,0.1868,0.0734,0.2462,0.0375,0.0005,0.0284,0.0078,0,0.0606,0.0057,0.0195,0,0.5987,0.041,0.0253,0.009,0.1297,0,0.1685,0.1627,0.017,0.0118,"11590550","201701"
"5*9*5*3*",198023.576714396,555885.719351888,"5","13",0.0008,0,0.0734,0.1668,1.2251,0.0354,0.4494,0.0274,0.0157,0.0057,1.027,0,0.0065,0.0497,0,0,0,0.0208,0.0309,0.0086,0,0.5304,0.0977,0.0002,0.9506,0.0092,0.1192,0.0367,0.3913,0,2.9753,"11215870","201605"
"5*5*9*6*",198365.048619192,554649.095052264,"6","10",0,0.016,0.018,1.8147,0.0012,0.0013,0.1315,0.0083,0.0235,0.0078,0.0562,0.14,0.2257,0,0.0121,0,0,0.0516,0.0123,0,0.0058,0.0967,0.0557,0.0048,2.4072,0.0414,0.2601,0.3434,0.0009,0.1061,0.8487,"11140625","201707"
"5*2*4*4*",196687.484460307,558502.566012148,"3","09",0.0003,0,0.0556,0.0243,0.0248,0.5666,0.0083,0.058,0.3456,0.2754,0.2257,0.0019,8.4742,0.1131,0.5748,0,0,0.007,0.0048,0.0103,3.1865,0.0173,0.0328,0.0217,0.0152,0.0555,0.5378,0.1977,0.0066,0.0055,2.2282,"11740580","201801"
"5*1*5*8*",196767.811650976,552200.318636738,"3","02",0,0,0.0217,0.0014,0.001,0.4097,0,0,2.2936,0.5736,1.2492,0.0133,0.001,0,0.1871,0.0006,0,0.0466,0.0015,0.6966,0.0005,0.3868,0.096,0,0.0537,0.4555,0.2593,0.5447,0.0239,0.0031,4.7724,"11110540","201606"
"5*7*0*0*",201338.257188597,552525.273613321,"3","06",0,0.0722,0,0.2525,0.1109,0.1287,0.1607,0.4733,0.0982,0.1204,0,2.142,2.7742,0.7754,0.0138,0,0.0011,0.0316,0,5.6047,0.045,0.0099,0.547,0.005,0.0092,0.0121,0.203,0.0322,0.0493,0.0048,14.4221,"11560660","201611"
"5*9*5*1*",197790.599986538,553196.492345852,"1","06",0.001,0.012,0,0.0986,0.2213,0.0153,0.0336,0.0962,0.0767,0.0375,0,0.0163,0.0153,0.5675,0.1167,0,0.0012,0.0049,0.0309,0.055,0.2917,2.2896,0.3519,0.0134,0.001,0,0.0724,0.1089,0.0349,8.5821,154.1926,"11230750","201706"
